sample_id,timestamp,subject_id,session_id,camera_position,lighting_condition,exercise_type,active_arm,rom_elbow,upper_arm_angle_std,torso_sway_range,shoulder_angle_range,rep_duration,up_phase_duration,down_phase_duration,elbow_velocity_mean,elbow_velocity_std,motion_smoothness,elbow_drift_range,mean_visibility,label,error_type,notes
123,2026-06-11T08:42:51,S05,session_02,side,normal,biceps,right,92.53027821219175,7.650676656378708,12.325749067096732,16.044024079647745,2.2856500148773193,1.6443383693695068,0.6413116455078125,101.66283525136625,110.00402143560308,2935.8216398283093,24.142402062842333,0.9877259626984596,incorrect,body_swing,badan_bergerak
124,2026-06-11T08:43:14,S05,session_02,side,normal,biceps,left,105.4896157621975,3.9416681730506005,6.942405214486153,7.11880796458821,1.7393841743469238,0.9193778038024902,0.8200063705444336,117.02831416945989,128.39278504727196,1641.4719480095225,16.71964227563981,0.97577962407044,incorrect,body_swing,badan_bergerak
125,2026-06-11T08:43:21,S05,session_02,side,normal,biceps,left,117.5254624998251,2.828679775812194,6.770890183590353,6.057392541764791,2.303976058959961,1.4593451023101807,0.8446309566497803,111.00129068235685,130.34148463611376,2706.795712311921,10.946956204404053,0.9890544612188729,incorrect,body_swing,badan_bergerak
126,2026-06-11T08:43:34,S05,session_02,side,normal,biceps,left,82.50702276523025,5.705074383364352,10.973855328771013,9.043631386889228,2.160799503326416,0.8430712223052979,1.3177282810211182,86.14729839992671,106.85494737351814,2297.578066393188,19.722778677161436,0.9642990666131178,incorrect,body_swing,badan_bergerak
127,2026-06-11T08:43:51,S05,session_02,side,normal,biceps,left,69.82578479469828,7.330244019842262,11.832908810916024,11.877016154827029,2.4260404109954834,1.7096843719482422,0.7163560390472412,82.79094078489166,95.2736725111936,2081.7404822683447,21.062882191756362,0.9742849514169513,incorrect,body_swing,badan_bergerak
128,2026-06-11T08:44:28,S05,session_03,side,normal,biceps,right,78.97938335480308,27.494942719752988,3.328883538865715,80.93073615410732,1.9914305210113525,1.2575173377990723,0.7339131832122803,111.75793416792973,124.06354259879363,2637.8988649828802,76.31018388023784,0.9599964821185821,incorrect,elbow_swing,siku_maju_mundur
129,2026-06-11T08:44:37,S05,session_03,side,normal,biceps,right,70.74427696103703,22.821848936413318,3.62049390044035,71.0465934570454,2.215355396270752,0.7832036018371582,1.4321517944335938,102.28263166334226,101.5921630416555,2259.86491039896,66.94974230641144,0.9692559465765953,incorrect,elbow_swing,siku_maju_mundur
130,2026-06-11T08:44:50,S05,session_03,side,normal,biceps,right,86.60483244923824,21.06715739696643,4.269143971140852,61.53248750195812,2.1695919036865234,1.2561461925506592,0.9134457111358643,95.26823715668166,111.72777072411586,2517.532909579708,58.99377463418174,0.9786290529431129,incorrect,elbow_swing,siku_maju_mundur
131,2026-06-11T08:45:00,S05,session_03,side,normal,biceps,right,84.0607572665162,28.725343061467132,7.146508616244904,87.27365857271059,2.1725597381591797,0.8320105075836182,1.3405492305755615,105.48313054628198,132.25500442528534,2488.082417892339,83.11729701790077,0.9546858702475826,incorrect,elbow_swing,siku_maju_mundur
132,2026-06-11T08:45:09,S05,session_03,side,normal,biceps,left,64.29763989468867,26.31825110129899,4.416027960475984,68.83089982388195,2.075538396835327,0.32023143768310547,1.7553069591522217,107.19902884755746,122.68648760644851,3183.105947408035,74.16967713315219,0.9610936100716176,incorrect,elbow_swing,siku_maju_mundur
